prolific_pid,trial,chosen_number,winner_number,win_status,consider_set_size,outcome_rel_to_consider,is_no_consider_trial,winner_in_consider,choice_in_consider,regret_chosen,regret_notchosen_winner,comp_tries_to_pass,feedback,age,gamble_freq_12mo,hot_reliance,race,gender,ethnicity
P0187,7,8,6,Lost,8,winner_not_in_set,FALSE,FALSE,TRUE,72,12,2,I tried to find repeats. Of course 8 stopped being repeats and 17 was being the repeat number a lot. I messed up ,28,About once a week,NA,Multiracial/Mixed,Male,Hispanic
P0187,8,8,1,Lost,2,winner_in_set,FALSE,TRUE,TRUE,100,100,2,I tried to find repeats. Of course 8 stopped being repeats and 17 was being the repeat number a lot. I messed up ,28,About once a week,NA,Multiracial/Mixed,Male,Hispanic
P0187,9,8,17,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,100,20,2,I tried to find repeats. Of course 8 stopped being repeats and 17 was being the repeat number a lot. I messed up ,28,About once a week,NA,Multiracial/Mixed,Male,Hispanic
P0187,10,15,3,Lost,16,winner_in_set,FALSE,TRUE,TRUE,100,100,2,I tried to find repeats. Of course 8 stopped being repeats and 17 was being the repeat number a lot. I messed up ,28,About once a week,NA,Multiracial/Mixed,Male,Hispanic
P0187,11,10,2,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,23,0,2,I tried to find repeats. Of course 8 stopped being repeats and 17 was being the repeat number a lot. I messed up ,28,About once a week,NA,Multiracial/Mixed,Male,Hispanic
P0187,12,17,17,Won,2,NA,FALSE,TRUE,TRUE,0,NA,2,I tried to find repeats. Of course 8 stopped being repeats and 17 was being the repeat number a lot. I messed up ,28,About once a week,NA,Multiracial/Mixed,Male,Hispanic
P0187,13,35,33,Lost,16,winner_not_in_set,FALSE,FALSE,TRUE,0,0,2,I tried to find repeats. Of course 8 stopped being repeats and 17 was being the repeat number a lot. I messed up ,28,About once a week,NA,Multiracial/Mixed,Male,Hispanic
P0187,14,8,17,Lost,2,winner_in_set,FALSE,TRUE,TRUE,100,100,2,I tried to find repeats. Of course 8 stopped being repeats and 17 was being the repeat number a lot. I messed up ,28,About once a week,NA,Multiracial/Mixed,Male,Hispanic
P0187,15,21,21,Won,8,NA,FALSE,TRUE,TRUE,0,NA,2,I tried to find repeats. Of course 8 stopped being repeats and 17 was being the repeat number a lot. I messed up ,28,About once a week,NA,Multiracial/Mixed,Male,Hispanic
P0187,16,10,20,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,0,0,2,I tried to find repeats. Of course 8 stopped being repeats and 17 was being the repeat number a lot. I messed up ,28,About once a week,NA,Multiracial/Mixed,Male,Hispanic
P0187,17,8,17,Lost,3,winner_in_set,FALSE,TRUE,TRUE,100,100,2,I tried to find repeats. Of course 8 stopped being repeats and 17 was being the repeat number a lot. I messed up ,28,About once a week,NA,Multiracial/Mixed,Male,Hispanic
P0187,18,8,13,Lost,3,winner_not_in_set,FALSE,FALSE,TRUE,100,100,2,I tried to find repeats. Of course 8 stopped being repeats and 17 was being the repeat number a lot. I messed up ,28,About once a week,NA,Multiracial/Mixed,Male,Hispanic
P0187,19,16,18,Lost,2,winner_not_in_set,FALSE,FALSE,TRUE,0,0,2,I tried to find repeats. Of course 8 stopped being repeats and 17 was being the repeat number a lot. I messed up ,28,About once a week,NA,Multiracial/Mixed,Male,Hispanic
P0187,20,21,17,Lost,0,NA,TRUE,FALSE,FALSE,0,0,2,I tried to find repeats. Of course 8 stopped being repeats and 17 was being the repeat number a lot. I messed up ,28,About once a week,NA,Multiracial/Mixed,Male,Hispanic
P0187,21,31,31,Won,3,NA,FALSE,TRUE,TRUE,0,NA,2,I tried to find repeats. Of course 8 stopped being repeats and 17 was being the repeat number a lot. I messed up ,28,About once a week,NA,Multiracial/Mixed,Male,Hispanic
P0187,22,19,12,Lost,16,winner_not_in_set,FALSE,FALSE,TRUE,0,0,2,I tried to find repeats. Of course 8 stopped being repeats and 17 was being the repeat number a lot. I messed up ,28,About once a week,NA,Multiracial/Mixed,Male,Hispanic
P0187,23,8,1,Lost,0,NA,TRUE,FALSE,FALSE,100,0,2,I tried to find repeats. Of course 8 stopped being repeats and 17 was being the repeat number a lot. I messed up ,28,About once a week,NA,Multiracial/Mixed,Male,Hispanic
P0187,24,17,12,Lost,0,NA,TRUE,FALSE,FALSE,0,0,2,I tried to find repeats. Of course 8 stopped being repeats and 17 was being the repeat number a lot. I messed up ,28,About once a week,NA,Multiracial/Mixed,Male,Hispanic
P0193,1,35,19,Lost,16,winner_in_set,FALSE,TRUE,TRUE,100,100,1,I chose random numbers and followed my gut,46,Never,NA,Multiracial/Mixed,Female,
P0193,2,26,3,Lost,2,winner_not_in_set,FALSE,FALSE,TRUE,100,100,1,I chose random numbers and followed my gut,46,Never,NA,Multiracial/Mixed,Female,
P0193,3,17,16,Lost,3,winner_not_in_set,FALSE,FALSE,TRUE,100,100,1,I chose random numbers and followed my gut,46,Never,NA,Multiracial/Mixed,Female,
P0193,4,23,23,Won,8,NA,FALSE,TRUE,TRUE,0,NA,1,I chose random numbers and followed my gut,46,Never,NA,Multiracial/Mixed,Female,
P0193,5,24,18,Lost,2,winner_in_set,FALSE,TRUE,TRUE,100,100,1,I chose random numbers and followed my gut,46,Never,NA,Multiracial/Mixed,Female,
P0193,6,14,29,Lost,3,winner_not_in_set,FALSE,FALSE,TRUE,100,100,1,I chose random numbers and followed my gut,46,Never,NA,Multiracial/Mixed,Female,
P0193,7,25,19,Lost,8,winner_in_set,FALSE,TRUE,TRUE,100,100,1,I chose random numbers and followed my gut,46,Never,NA,Multiracial/Mixed,Female,
P0193,8,16,27,Lost,0,NA,TRUE,FALSE,FALSE,100,100,1,I chose random numbers and followed my gut,46,Never,NA,Multiracial/Mixed,Female,
P0193,9,25,10,Lost,0,NA,TRUE,FALSE,FALSE,100,100,1,I chose random numbers and followed my gut,46,Never,NA,Multiracial/Mixed,Female,
P0193,10,11,28,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,100,100,1,I chose random numbers and followed my gut,46,Never,NA,Multiracial/Mixed,Female,
P0193,11,25,20,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,100,100,1,I chose random numbers and followed my gut,46,Never,NA,Multiracial/Mixed,Female,
P0193,12,29,29,Won,1,NA,FALSE,TRUE,TRUE,0,NA,1,I chose random numbers and followed my gut,46,Never,NA,Multiracial/Mixed,Female,
P0193,13,21,36,Lost,16,winner_not_in_set,FALSE,FALSE,TRUE,100,100,1,I chose random numbers and followed my gut,46,Never,NA,Multiracial/Mixed,Female,
P0193,14,8,22,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,100,100,1,I chose random numbers and followed my gut,46,Never,NA,Multiracial/Mixed,Female,
P0193,15,23,11,Lost,8,winner_in_set,FALSE,TRUE,TRUE,100,100,1,I chose random numbers and followed my gut,46,Never,NA,Multiracial/Mixed,Female,
P0193,16,15,13,Lost,3,winner_in_set,FALSE,TRUE,TRUE,100,100,1,I chose random numbers and followed my gut,46,Never,NA,Multiracial/Mixed,Female,
P0193,17,18,18,Won,3,NA,FALSE,TRUE,TRUE,0,NA,1,I chose random numbers and followed my gut,46,Never,NA,Multiracial/Mixed,Female,
P0193,18,27,33,Lost,0,NA,TRUE,FALSE,FALSE,100,100,1,I chose random numbers and followed my gut,46,Never,NA,Multiracial/Mixed,Female,
P0193,19,24,18,Lost,2,winner_not_in_set,FALSE,FALSE,TRUE,100,100,1,I chose random numbers and followed my gut,46,Never,NA,Multiracial/Mixed,Female,
P0193,20,17,2,Lost,16,winner_not_in_set,FALSE,FALSE,TRUE,100,98,1,I chose random numbers and followed my gut,46,Never,NA,Multiracial/Mixed,Female,
P0193,21,4,36,Lost,16,winner_in_set,FALSE,TRUE,TRUE,100,100,1,I chose random numbers and followed my gut,46,Never,NA,Multiracial/Mixed,Female,
P0193,22,23,20,Lost,2,winner_in_set,FALSE,TRUE,TRUE,100,100,1,I chose random numbers and followed my gut,46,Never,NA,Multiracial/Mixed,Female,
P0193,23,19,4,Lost,0,NA,TRUE,FALSE,FALSE,100,100,1,I chose random numbers and followed my gut,46,Never,NA,Multiracial/Mixed,Female,
P0193,24,30,30,Won,8,NA,FALSE,TRUE,TRUE,0,NA,1,I chose random numbers and followed my gut,46,Never,NA,Multiracial/Mixed,Female,
P0194,1,11,19,Lost,0,NA,TRUE,FALSE,FALSE,91,43,1,"It didn't really seem to matter which blocks I considered, so I decided to go random.",47,Never,NA,White,Female,Non-Hispanic
P0194,2,13,30,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,46,94,1,"It didn't really seem to matter which blocks I considered, so I decided to go random.",47,Never,NA,White,Female,Non-Hispanic
P0194,3,24,24,Won,1,NA,FALSE,TRUE,TRUE,0,NA,1,"It didn't really seem to matter which blocks I considered, so I decided to go random.",47,Never,NA,White,Female,Non-Hispanic
P0194,4,15,1,Lost,3,winner_in_set,FALSE,TRUE,TRUE,76,98,1,"It didn't really seem to matter which blocks I considered, so I decided to go random.",47,Never,NA,White,Female,Non-Hispanic
P0194,5,27,14,Lost,0,NA,TRUE,FALSE,FALSE,73,89,1,"It didn't really seem to matter which blocks I considered, so I decided to go random.",47,Never,NA,White,Female,Non-Hispanic
P0194,6,5,19,Lost,2,winner_not_in_set,FALSE,FALSE,TRUE,49,80,1,"It didn't really seem to matter which blocks I considered, so I decided to go random.",47,Never,NA,White,Female,Non-Hispanic
P0194,7,20,32,Lost,8,winner_not_in_set,FALSE,FALSE,TRUE,34,87,1,"It didn't really seem to matter which blocks I considered, so I decided to go random.",47,Never,NA,White,Female,Non-Hispanic
P0194,8,16,25,Lost,8,winner_in_set,FALSE,TRUE,TRUE,61,94,1,"It didn't really seem to matter which blocks I considered, so I decided to go random.",47,Never,NA,White,Female,Non-Hispanic
P0194,9,26,32,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,38,88,1,"It didn't really seem to matter which blocks I considered, so I decided to go random.",47,Never,NA,White,Female,Non-Hispanic
P0194,10,25,15,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,28,90,1,"It didn't really seem to matter which blocks I considered, so I decided to go random.",47,Never,NA,White,Female,Non-Hispanic
P0194,11,22,5,Lost,16,winner_in_set,FALSE,TRUE,TRUE,30,85,1,"It didn't really seem to matter which blocks I considered, so I decided to go random.",47,Never,NA,White,Female,Non-Hispanic
P0194,12,22,22,Won,3,NA,FALSE,TRUE,TRUE,0,NA,1,"It didn't really seem to matter which blocks I considered, so I decided to go random.",47,Never,NA,White,Female,Non-Hispanic
P0194,13,16,26,Lost,16,winner_not_in_set,FALSE,FALSE,TRUE,23,89,1,"It didn't really seem to matter which blocks I considered, so I decided to go random.",47,Never,NA,White,Female,Non-Hispanic
P0194,14,26,19,Lost,2,winner_not_in_set,FALSE,FALSE,TRUE,21,93,1,"It didn't really seem to matter which blocks I considered, so I decided to go random.",47,Never,NA,White,Female,Non-Hispanic
P0194,15,9,3,Lost,8,winner_not_in_set,FALSE,FALSE,TRUE,27,90,1,"It didn't really seem to matter which blocks I considered, so I decided to go random.",47,Never,NA,White,Female,Non-Hispanic
P0194,16,21,5,Lost,3,winner_not_in_set,FALSE,FALSE,TRUE,14,90,1,"It didn't really seem to matter which blocks I considered, so I decided to go random.",47,Never,NA,White,Female,Non-Hispanic
P0194,17,16,33,Lost,16,winner_in_set,FALSE,TRUE,TRUE,20,92,1,"It didn't really seem to matter which blocks I considered, so I decided to go random.",47,Never,NA,White,Female,Non-Hispanic
P0194,18,4,4,Won,0,NA,TRUE,FALSE,FALSE,0,NA,1,"It didn't really seem to matter which blocks I considered, so I decided to go random.",47,Never,NA,White,Female,Non-Hispanic
P0194,19,4,20,Lost,0,NA,TRUE,FALSE,FALSE,14,88,1,"It didn't really seem to matter which blocks I considered, so I decided to go random.",47,Never,NA,White,Female,Non-Hispanic
P0194,20,9,10,Lost,2,winner_in_set,FALSE,TRUE,TRUE,69,99,1,"It didn't really seem to matter which blocks I considered, so I decided to go random.",47,Never,NA,White,Female,Non-Hispanic
P0194,21,15,15,Won,8,NA,FALSE,TRUE,TRUE,1,NA,1,"It didn't really seem to matter which blocks I considered, so I decided to go random.",47,Never,NA,White,Female,Non-Hispanic
P0194,22,15,21,Lost,2,winner_in_set,FALSE,TRUE,TRUE,69,94,1,"It didn't really seem to matter which blocks I considered, so I decided to go random.",47,Never,NA,White,Female,Non-Hispanic
P0194,23,9,24,Lost,16,winner_not_in_set,FALSE,FALSE,TRUE,16,86,1,"It didn't really seem to matter which blocks I considered, so I decided to go random.",47,Never,NA,White,Female,Non-Hispanic
P0194,24,23,13,Lost,3,winner_not_in_set,FALSE,FALSE,TRUE,42,81,1,"It didn't really seem to matter which blocks I considered, so I decided to go random.",47,Never,NA,White,Female,Non-Hispanic
P0198,1,21,8,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,56,28,1,"I felt like after I had selected a few numbers, I could sense a general pattern of the numbers going higher and lower, or sometimes being one of the ones I picked just last round. So I considered previous rounds' selections when picking in the current one.",30,About once a month,NA,White,Non-binary,Non-Hispanic
P0198,2,11,28,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,59,56,1,"I felt like after I had selected a few numbers, I could sense a general pattern of the numbers going higher and lower, or sometimes being one of the ones I picked just last round. So I considered previous rounds' selections when picking in the current one.",30,About once a month,NA,White,Non-binary,Non-Hispanic
P0198,3,34,34,Won,3,NA,FALSE,TRUE,TRUE,0,NA,1,"I felt like after I had selected a few numbers, I could sense a general pattern of the numbers going higher and lower, or sometimes being one of the ones I picked just last round. So I considered previous rounds' selections when picking in the current one.",30,About once a month,NA,White,Non-binary,Non-Hispanic
P0198,4,2,1,Lost,0,NA,TRUE,FALSE,FALSE,64,85,1,"I felt like after I had selected a few numbers, I could sense a general pattern of the numbers going higher and lower, or sometimes being one of the ones I picked just last round. So I considered previous rounds' selections when picking in the current one.",30,About once a month,NA,White,Non-binary,Non-Hispanic
P0198,5,12,20,Lost,8,winner_in_set,FALSE,TRUE,TRUE,97,98,1,"I felt like after I had selected a few numbers, I could sense a general pattern of the numbers going higher and lower, or sometimes being one of the ones I picked just last round. So I considered previous rounds' selections when picking in the current one.",30,About once a month,NA,White,Non-binary,Non-Hispanic
P0198,6,29,32,Lost,8,winner_not_in_set,FALSE,FALSE,TRUE,83,82,1,"I felt like after I had selected a few numbers, I could sense a general pattern of the numbers going higher and lower, or sometimes being one of the ones I picked just last round. So I considered previous rounds' selections when picking in the current one.",30,About once a month,NA,White,Non-binary,Non-Hispanic
P0198,7,25,20,Lost,3,winner_in_set,FALSE,TRUE,TRUE,66,67,1,"I felt like after I had selected a few numbers, I could sense a general pattern of the numbers going higher and lower, or sometimes being one of the ones I picked just last round. So I considered previous rounds' selections when picking in the current one.",30,About once a month,NA,White,Non-binary,Non-Hispanic
P0198,8,28,29,Lost,3,winner_not_in_set,FALSE,FALSE,TRUE,100,100,1,"I felt like after I had selected a few numbers, I could sense a general pattern of the numbers going higher and lower, or sometimes being one of the ones I picked just last round. So I considered previous rounds' selections when picking in the current one.",30,About once a month,NA,White,Non-binary,Non-Hispanic
P0198,9,27,27,Won,1,NA,FALSE,TRUE,TRUE,0,NA,1,"I felt like after I had selected a few numbers, I could sense a general pattern of the numbers going higher and lower, or sometimes being one of the ones I picked just last round. So I considered previous rounds' selections when picking in the current one.",30,About once a month,NA,White,Non-binary,Non-Hispanic
P0198,10,11,1,Lost,8,winner_not_in_set,FALSE,FALSE,TRUE,80,82,1,"I felt like after I had selected a few numbers, I could sense a general pattern of the numbers going higher and lower, or sometimes being one of the ones I picked just last round. So I considered previous rounds' selections when picking in the current one.",30,About once a month,NA,White,Non-binary,Non-Hispanic
P0198,11,7,2,Lost,8,winner_in_set,FALSE,TRUE,TRUE,83,82,1,"I felt like after I had selected a few numbers, I could sense a general pattern of the numbers going higher and lower, or sometimes being one of the ones I picked just last round. So I considered previous rounds' selections when picking in the current one.",30,About once a month,NA,White,Non-binary,Non-Hispanic
P0198,12,11,5,Lost,0,NA,TRUE,FALSE,FALSE,90,68,1,"I felt like after I had selected a few numbers, I could sense a general pattern of the numbers going higher and lower, or sometimes being one of the ones I picked just last round. So I considered previous rounds' selections when picking in the current one.",30,About once a month,NA,White,Non-binary,Non-Hispanic
P0198,13,9,27,Lost,2,winner_not_in_set,FALSE,FALSE,TRUE,49,49,1,"I felt like after I had selected a few numbers, I could sense a general pattern of the numbers going higher and lower, or sometimes being one of the ones I picked just last round. So I considered previous rounds' selections when picking in the current one.",30,About once a month,NA,White,Non-binary,Non-Hispanic
P0198,14,30,25,Lost,2,winner_in_set,FALSE,TRUE,TRUE,100,100,1,"I felt like after I had selected a few numbers, I could sense a general pattern of the numbers going higher and lower, or sometimes being one of the ones I picked just last round. So I considered previous rounds' selections when picking in the current one.",30,About once a month,NA,White,Non-binary,Non-Hispanic
P0198,15,28,9,Lost,16,winner_in_set,FALSE,TRUE,TRUE,80,80,1,"I felt like after I had selected a few numbers, I could sense a general pattern of the numbers going higher and lower, or sometimes being one of the ones I picked just last round. So I considered previous rounds' selections when picking in the current one.",30,About once a month,NA,White,Non-binary,Non-Hispanic
P0198,16,20,20,Won,16,NA,FALSE,TRUE,TRUE,0,NA,1,"I felt like after I had selected a few numbers, I could sense a general pattern of the numbers going higher and lower, or sometimes being one of the ones I picked just last round. So I considered previous rounds' selections when picking in the current one.",30,About once a month,NA,White,Non-binary,Non-Hispanic
P0198,17,23,3,Lost,16,winner_not_in_set,FALSE,FALSE,TRUE,66,66,1,"I felt like after I had selected a few numbers, I could sense a general pattern of the numbers going higher and lower, or sometimes being one of the ones I picked just last round. So I considered previous rounds' selections when picking in the current one.",30,About once a month,NA,White,Non-binary,Non-Hispanic
P0198,18,9,16,Lost,2,winner_in_set,FALSE,TRUE,TRUE,100,100,1,"I felt like after I had selected a few numbers, I could sense a general pattern of the numbers going higher and lower, or sometimes being one of the ones I picked just last round. So I considered previous rounds' selections when picking in the current one.",30,About once a month,NA,White,Non-binary,Non-Hispanic
P0198,19,16,2,Lost,0,NA,TRUE,FALSE,FALSE,52,54,1,"I felt like after I had selected a few numbers, I could sense a general pattern of the numbers going higher and lower, or sometimes being one of the ones I picked just last round. So I considered previous rounds' selections when picking in the current one.",30,About once a month,NA,White,Non-binary,Non-Hispanic
P0198,20,25,29,Lost,2,winner_not_in_set,FALSE,FALSE,TRUE,43,45,1,"I felt like after I had selected a few numbers, I could sense a general pattern of the numbers going higher and lower, or sometimes being one of the ones I picked just last round. So I considered previous rounds' selections when picking in the current one.",30,About once a month,NA,White,Non-binary,Non-Hispanic
P0198,21,21,15,Lost,3,winner_in_set,FALSE,TRUE,TRUE,98,98,1,"I felt like after I had selected a few numbers, I could sense a general pattern of the numbers going higher and lower, or sometimes being one of the ones I picked just last round. So I considered previous rounds' selections when picking in the current one.",30,About once a month,NA,White,Non-binary,Non-Hispanic
P0198,22,17,5,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,65,37,1,"I felt like after I had selected a few numbers, I could sense a general pattern of the numbers going higher and lower, or sometimes being one of the ones I picked just last round. So I considered previous rounds' selections when picking in the current one.",30,About once a month,NA,White,Non-binary,Non-Hispanic
P0198,23,22,25,Lost,16,winner_not_in_set,FALSE,FALSE,TRUE,74,74,1,"I felt like after I had selected a few numbers, I could sense a general pattern of the numbers going higher and lower, or sometimes being one of the ones I picked just last round. So I considered previous rounds' selections when picking in the current one.",30,About once a month,NA,White,Non-binary,Non-Hispanic
P0198,24,10,10,Won,0,NA,TRUE,FALSE,FALSE,0,NA,1,"I felt like after I had selected a few numbers, I could sense a general pattern of the numbers going higher and lower, or sometimes being one of the ones I picked just last round. So I considered previous rounds' selections when picking in the current one.",30,About once a month,NA,White,Non-binary,Non-Hispanic
P0206,1,8,22,Lost,3,winner_not_in_set,FALSE,FALSE,TRUE,100,100,1,13 is my favorite number so I always tried to include it in the consideration group and selected it most of the time. ,44,Never,NA,White,Male,Non-Hispanic
P0206,2,13,14,Lost,8,winner_in_set,FALSE,TRUE,TRUE,100,100,1,13 is my favorite number so I always tried to include it in the consideration group and selected it most of the time. ,44,Never,NA,White,Male,Non-Hispanic
P0206,3,13,30,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,100,100,1,13 is my favorite number so I always tried to include it in the consideration group and selected it most of the time. ,44,Never,NA,White,Male,Non-Hispanic
P0206,4,13,13,Won,16,NA,FALSE,TRUE,TRUE,0,NA,1,13 is my favorite number so I always tried to include it in the consideration group and selected it most of the time. ,44,Never,NA,White,Male,Non-Hispanic
P0206,5,13,25,Lost,3,winner_not_in_set,FALSE,FALSE,TRUE,100,100,1,13 is my favorite number so I always tried to include it in the consideration group and selected it most of the time. ,44,Never,NA,White,Male,Non-Hispanic
P0206,6,23,35,Lost,16,winner_not_in_set,FALSE,FALSE,TRUE,100,100,1,13 is my favorite number so I always tried to include it in the consideration group and selected it most of the time. ,44,Never,NA,White,Male,Non-Hispanic
P0206,7,23,11,Lost,0,NA,TRUE,FALSE,FALSE,100,100,1,13 is my favorite number so I always tried to include it in the consideration group and selected it most of the time. ,44,Never,NA,White,Male,Non-Hispanic
P0206,8,13,33,Lost,0,NA,TRUE,FALSE,FALSE,100,100,1,13 is my favorite number so I always tried to include it in the consideration group and selected it most of the time. ,44,Never,NA,White,Male,Non-Hispanic
P0206,9,35,13,Lost,2,winner_in_set,FALSE,TRUE,TRUE,100,100,1,13 is my favorite number so I always tried to include it in the consideration group and selected it most of the time. ,44,Never,NA,White,Male,Non-Hispanic
P0206,10,13,13,Won,8,NA,FALSE,TRUE,TRUE,0,NA,1,13 is my favorite number so I always tried to include it in the consideration group and selected it most of the time. ,44,Never,NA,White,Male,Non-Hispanic
P0206,11,13,7,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,100,100,1,13 is my favorite number so I always tried to include it in the consideration group and selected it most of the time. ,44,Never,NA,White,Male,Non-Hispanic
P0206,12,13,33,Lost,3,winner_in_set,FALSE,TRUE,TRUE,100,100,1,13 is my favorite number so I always tried to include it in the consideration group and selected it most of the time. ,44,Never,NA,White,Male,Non-Hispanic
P0206,13,23,18,Lost,8,winner_in_set,FALSE,TRUE,TRUE,100,100,1,13 is my favorite number so I always tried to include it in the consideration group and selected it most of the time. ,44,Never,NA,White,Male,Non-Hispanic
P0206,14,13,17,Lost,0,NA,TRUE,FALSE,FALSE,100,100,1,13 is my favorite number so I always tried to include it in the consideration group and selected it most of the time. ,44,Never,NA,White,Male,Non-Hispanic
P0206,15,31,27,Lost,2,winner_not_in_set,FALSE,FALSE,TRUE,100,100,1,13 is my favorite number so I always tried to include it in the consideration group and selected it most of the time. ,44,Never,NA,White,Male,Non-Hispanic
P0206,16,23,13,Lost,3,winner_in_set,FALSE,TRUE,TRUE,100,100,1,13 is my favorite number so I always tried to include it in the consideration group and selected it most of the time. ,44,Never,NA,White,Male,Non-Hispanic
P0206,17,13,3,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,100,100,1,13 is my favorite number so I always tried to include it in the consideration group and selected it most of the time. ,44,Never,NA,White,Male,Non-Hispanic
P0206,18,13,13,Won,2,NA,FALSE,TRUE,TRUE,0,NA,1,13 is my favorite number so I always tried to include it in the consideration group and selected it most of the time. ,44,Never,NA,White,Male,Non-Hispanic
P0206,19,31,14,Lost,8,winner_not_in_set,FALSE,FALSE,TRUE,100,100,1,13 is my favorite number so I always tried to include it in the consideration group and selected it most of the time. ,44,Never,NA,White,Male,Non-Hispanic
P0206,20,13,11,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,100,100,1,13 is my favorite number so I always tried to include it in the consideration group and selected it most of the time. ,44,Never,NA,White,Male,Non-Hispanic
P0206,21,31,13,Lost,2,winner_in_set,FALSE,TRUE,TRUE,100,100,1,13 is my favorite number so I always tried to include it in the consideration group and selected it most of the time. ,44,Never,NA,White,Male,Non-Hispanic
P0206,22,13,23,Lost,16,winner_in_set,FALSE,TRUE,TRUE,100,100,1,13 is my favorite number so I always tried to include it in the consideration group and selected it most of the time. ,44,Never,NA,White,Male,Non-Hispanic
P0206,23,13,13,Won,16,NA,FALSE,TRUE,TRUE,0,NA,1,13 is my favorite number so I always tried to include it in the consideration group and selected it most of the time. ,44,Never,NA,White,Male,Non-Hispanic
P0206,24,13,14,Lost,0,NA,TRUE,FALSE,FALSE,100,100,1,13 is my favorite number so I always tried to include it in the consideration group and selected it most of the time. ,44,Never,NA,White,Male,Non-Hispanic
P0210,1,15,14,Lost,2,winner_not_in_set,FALSE,FALSE,TRUE,52,64,1,I tried to go away from the winning number on the last round when i remembered it,31,Never,NA,White,Female,Non-Hispanic
P0210,2,22,15,Lost,8,winner_in_set,FALSE,TRUE,TRUE,62,71,1,I tried to go away from the winning number on the last round when i remembered it,31,Never,NA,White,Female,Non-Hispanic
P0210,3,22,22,Won,3,NA,FALSE,TRUE,TRUE,0,NA,1,I tried to go away from the winning number on the last round when i remembered it,31,Never,NA,White,Female,Non-Hispanic
P0210,4,21,10,Lost,0,NA,TRUE,FALSE,FALSE,72,63,1,I tried to go away from the winning number on the last round when i remembered it,31,Never,NA,White,Female,Non-Hispanic
P0210,5,15,19,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,52,55,1,I tried to go away from the winning number on the last round when i remembered it,31,Never,NA,White,Female,Non-Hispanic
P0210,6,10,3,Lost,16,winner_in_set,FALSE,TRUE,TRUE,67,64,1,I tried to go away from the winning number on the last round when i remembered it,31,Never,NA,White,Female,Non-Hispanic
P0210,7,33,20,Lost,0,NA,TRUE,FALSE,FALSE,66,58,1,I tried to go away from the winning number on the last round when i remembered it,31,Never,NA,White,Female,Non-Hispanic
P0210,8,21,11,Lost,8,winner_in_set,FALSE,TRUE,TRUE,64,62,1,I tried to go away from the winning number on the last round when i remembered it,31,Never,NA,White,Female,Non-Hispanic
P0210,9,21,35,Lost,16,winner_in_set,FALSE,TRUE,TRUE,59,68,1,I tried to go away from the winning number on the last round when i remembered it,31,Never,NA,White,Female,Non-Hispanic
P0210,10,10,28,Lost,16,winner_not_in_set,FALSE,FALSE,TRUE,68,67,1,I tried to go away from the winning number on the last round when i remembered it,31,Never,NA,White,Female,Non-Hispanic
P0210,11,15,34,Lost,0,NA,TRUE,FALSE,FALSE,68,65,1,I tried to go away from the winning number on the last round when i remembered it,31,Never,NA,White,Female,Non-Hispanic
P0210,12,9,9,Won,2,NA,FALSE,TRUE,TRUE,0,NA,1,I tried to go away from the winning number on the last round when i remembered it,31,Never,NA,White,Female,Non-Hispanic
P0210,13,29,26,Lost,2,winner_not_in_set,FALSE,FALSE,TRUE,65,69,1,I tried to go away from the winning number on the last round when i remembered it,31,Never,NA,White,Female,Non-Hispanic
P0210,14,11,10,Lost,2,winner_in_set,FALSE,TRUE,TRUE,86,85,1,I tried to go away from the winning number on the last round when i remembered it,31,Never,NA,White,Female,Non-Hispanic
P0210,15,26,7,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,75,76,1,I tried to go away from the winning number on the last round when i remembered it,31,Never,NA,White,Female,Non-Hispanic
P0210,16,28,28,Won,3,NA,FALSE,TRUE,TRUE,0,NA,1,I tried to go away from the winning number on the last round when i remembered it,31,Never,NA,White,Female,Non-Hispanic
P0210,17,9,22,Lost,1,winner_not_in_set,FALSE,FALSE,TRUE,65,67,1,I tried to go away from the winning number on the last round when i remembered it,31,Never,NA,White,Female,Non-Hispanic
P0210,18,11,36,Lost,8,winner_not_in_set,FALSE,FALSE,TRUE,79,78,1,I tried to go away from the winning number on the last round when i remembered it,31,Never,NA,White,Female,Non-Hispanic
P0210,19,2,23,Lost,8,winner_not_in_set,FALSE,FALSE,TRUE,63,64,1,I tried to go away from the winning number on the last round when i remembered it,31,Never,NA,White,Female,Non-Hispanic
